show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,duration_int,duration_type,year_added
s705,TV Show,Mickey Mouse Roadster Racers,Unknown,"Bret Iwan, Russi Taylor, Bill Farmer, Daniel Ross, Tress MacNeille",Unknown,2019-11-20,2017,TV-Y,2 Seasons,"Animation, Kids, Sports",The Sensational Six race roadsters around the world!,2,Seasons,2019
s706,Movie,"Happy Birthday, Mickey!",Unknown,Unknown,Unknown,2019-11-18,2019,TV-G,2 min,"Animation, Comedy, Dance","Celebrating Mickey, the world’s most beloved character.",2,min,2019
s707,Movie,Forky Asks a Question: What is a Friend?,Bob Peterson,"Tony Hale, John Ratzenberger, Bob Peterson",United States,2019-11-15,2019,TV-G,6 min,"Animation, Comedy, Family",Forky shares his thoughts on what makes a good friend based on his limited exposure to the world.,6,min,2019
s708,Movie,10 Things I Hate About You,Gil Junger,"Heath Ledger, Julia Stiles, Joseph Gordon-Levitt, Larisa Oleynik, David Krumholtz, Andrew Keegan",United States,2019-11-12,1999,PG-13,98 min,"Comedy, Coming of Age, Romance","Cameron falls for the girl of his dreams, but she is forbidden to date.",98,min,2019
s709,Movie,101 Dalmatians,"Wolfgang Reitherman, Hamilton Luske, Clyde Geronimi","Rod Taylor, J. Pat O'Malley, Betty Gerson, Cate Bauer, Ben Wright, Fred Worlock",United States,2019-11-12,1961,G,81 min,"Action-Adventure, Animation, Family",Cruella De Vil dognaps all of the Dalmatian puppies in London.,81,min,2019
s710,Movie,101 Dalmatians II: Patch's London Adventure,"Jim Kammerud, Brian Smith","Barry Bostwick, Jason Alexander, Martin Short, Bobby Lockwood, Susanne Blakeslee, Samuel West",United States,2019-11-12,2003,G,77 min,"Action-Adventure, Animation",Pongo and Perdita's pup Patch gets the chance to meet his TV hero.,77,min,2019
s711,Movie,102 Dalmatians,Kevin Lima,"Glenn Close, Ioan Gruffudd, Alice Evans, Tim McInnerny, Ian Richardson, Gérard Depardieu","United States, United Kingdom",2019-11-12,2000,G,104 min,"Action-Adventure, Animals & Nature, Family","Oddball, the spotless Dalmatian puppy, heads out in search of his spots.",104,min,2019
s712,Movie,12 Dates of Christmas,James Hayman,"Amy Smart, Mark-Paul Gosselaar, Peter MacNeil, Mary Long, Jayne Eastwood, Laura Miyata",United States,2019-11-12,2011,TV-PG,88 min,"Comedy, Family, Fantasy","Setup on a Christmas Eve date, a woman must relive the date over and over.",88,min,2019
s713,Movie,"20,000 Leagues Under the Sea",Richard Fleischer,"Kirk Douglas, James Mason, Paul Lukas, Peter Lorre, Robert Wilke, Ted de Corsia",United States,2019-11-12,1954,G,127 min,"Action-Adventure, Family, Science Fiction",Climb aboard the Nautilus and into an undersea world of adventure! See details for advisory.,127,min,2019
s714,Movie,A Bug's Life,John Lasseter,"Dave Foley, Kevin Spacey, Julia Louis-Dreyfus, Hayden Panettiere, Phyllis Diller, Richard Kind",United States,2019-11-12,1998,G,98 min,"Animation, Comedy, Family",Flik goes in search of warriors to help battle the villainous grasshoppers.,98,min,2019
s715,Movie,A Goofy Movie,Kevin Lima,"Bill Farmer, Jason Marsden, Jim Cummings, Kellie Martin, Rob Paulsen, Wallace Shawn","United States, Australia, France, Canada",2019-11-12,1995,G,81 min,"Action-Adventure, Animation, Comedy",Goofy and Max hit the road and get up to their floppy ears in misadventure.,81,min,2019
s716,Movie,A Kid in King Arthur's Court,Michael Gottlieb,"Thomas Nicholas, Joss Ackland, Art Malik, Paloma Baeza, Kate Winslet, Daniel Craig","United States, Hungary, United Kingdom",2019-11-12,1995,PG,90 min,"Action-Adventure, Comedy, Coming of Age",A mysterious earthquake sends a teenage boy back into medieval times.,90,min,2019
s717,Movie,A Knight for a Day,Jack Hannah,Unknown,United States,2019-11-12,1946,TV-G,7 min,"Animation, Comedy, Family","Goofy jousts for the hand of Penelope, as well as the championship. See details for advisory.",7,min,2019
s718,Movie,A Ring of Endless Light,Greg Beeman,"Mischa Barton, Ryan Merriman, Jared Padalecki, Scarlett Pomers, Soren Fulton, Chris Kirby",United States,2019-11-12,2002,TV-G,88 min,"Coming of Age, Drama, Romance",Teenager Vicky Austin discovers that she can communicate with dolphins.,88,min,2019
s719,Movie,Aladdin (1992),"Ron Clements, John Musker","Scott Weinger, Robin Williams, Linda Larkin, Jonathan Freeman, Frank Welker, Gilbert Gottfried",United States,2019-11-12,1992,G,94 min,"Action-Adventure, Animation, Family","Aladdin, Princess Jasmine and Genie join forces to stop evil Jafar.",94,min,2019
s720,Movie,Aladdin and the King of Thieves,Tad Stones,"Val Bettin, Jim Cummings, Gilbert Gottfried, Linda Larkin, Jerry Orbach, John Rhys-Davies",United States,2019-11-12,1996,G,86 min,"Action-Adventure, Animation, Family",Aladdin and Jasmine plan their wedding…but will the Forty Thieves ruin it?,86,min,2019
s721,Movie,Aladdin: The Return of Jafar,"Toby Shelton, Tad Stones, Alan Zaslove","Jason Alexander, Jeff Bennett, Val Bettin, Liz Callaway, Dan Castellaneta, Jim Cummings",United States,2019-11-12,1994,G,71 min,"Action-Adventure, Animation, Family",Aladdin and his friends defend Agrabah from Jafar's malice.,71,min,2019
s722,Movie,Alice in Wonderland,"Clyde Geronimi, Hamilton Luske, Wilfred Jackson","Ed Wynn, Richard Haydn, Sterling Holloway, Jerry Colonna, Verna Felton, Pat O'Malley",United States,2019-11-12,1951,G,79 min,"Action-Adventure, Animation, Family",Join Alice as she chases the White Rabbit into a topsy-turvy world.,79,min,2019
s723,Movie,Aliens of the Deep,"James Cameron, Steven Quale","Dr. Anatoly Sagalevitch, Genya Chernaiev, Victor Nischeta, Dr. Pamela Conrad, Dr. Arthur Lane, Dr. Jim Childress",United States,2019-11-12,2005,G,100 min,"Action-Adventure, Animals & Nature, Documentary",James Cameron teams up with NASA scientists to explore undersea life.,100,min,2019
s724,Movie,Alley Cats Strike!,Rod Daniel,"Kyle Schmid, Robert Ri'chard, Kaley Cuoco, Mimi Paley, Joey Wilcots, Philip Williams","United States, Canada",2019-11-12,2000,TV-G,87 min,"Coming of Age, Drama, Sports",Four outcast teens with a love of bowling are thrust into the spotlight.,87,min,2019
s725,Movie,Almost Angels,Steve Previn,"Vincent Winter, Sean Scully, Peter Weck, Hans Holt, Bruni Löbel, Fritz Eckhardt",United States,2019-11-12,1962,TV-PG,90 min,"Coming of Age, Drama, Family",A working-class youth tries to fit in when with the famed Vienna Boys' Choir.,90,min,2019
s726,Movie,America's Heart & Soul,Louie Schwartzberg,"George Woodard, Charles Jimmie Sr., The Brothers, Frank Pino, Dave Pino, John Yacobellis",United States,2019-11-12,2004,PG,88 min,"Documentary, Family",Journey across the U.S. to meet ordinary people living extraordinary lives.,88,min,2019
s727,Movie,Amy,Vincent McEveety,"Jenny Agutter, Barry Newman, Kathleen Nolan, Chris Robinson, Lou Fant, Margaret O'Brien",United States,2019-11-12,1981,G,100 min,"Drama, Family",A young woman takes a job as a teacher in a backwoods school for the deaf.,100,min,2019
s728,Movie,An Extremely Goofy Movie,Douglas McCarthy,"Bill Farmer, Jason Marsden, Jeff Bennett, Jim Cummings, Brad Garrett, Vicki Lewis","United States, Australia",2019-11-12,2000,G,81 min,"Animation, Comedy, Family",Goofy shows up to finish college alongside his son Max.,81,min,2019
s729,TV Show,Andi Mack,Unknown,"Peyton Lee, Joshua Rush, Sofia Wylie, Asher Angel, Lilan Bowden, Lauren Tom",United States,2019-11-12,2016,TV-G,3 Seasons,"Comedy, Coming of Age, Drama","Andi's life is shaken by her sister, Bex's, surprise.",3,Seasons,2019
s730,Movie,Annie,Rob Marshall,"Kathy Bates, Alan Cumming, Audra McDonald, Kristin Chenoweth, Victor Garber, Vic Polizos",United States,2019-11-12,1999,TV-PG,91 min,"Drama, Family, Musical",Annie escapes a “hard-knock life” and finds a bighearted billionaire.,91,min,2019
s731,Movie,Apollo: Missions To The Moon,Tom Jennings,"Neil Armstrong, Buzz Aldrin",United States,2019-11-12,2019,TV-PG,95 min,"Documentary, Family, Historical","With rare archival footage, this film sheds new light on an incredible time in human history.",95,min,2019
s732,Movie,Atlantis Rising,Simcha Jacobovici,"Georgeos Diaz-Montexano, Peter Vincenti, Richard Freund, Simcha Jacobovici, Charles Pellegrino, Félix Rodrigues",Canada,2019-11-12,2017,TV-PG,94 min,"Documentary, Historical",Filmmakers go in search of Atlantis using Plato's writings as a guide to lead the way.,94,min,2019
s733,Movie,Atlantis: Milo's Return,"Tad Stones, Toby Shelton, Victor Cook","James Taylor, Cree Summer, John Mahoney, Jacqueline Obradors, Don Novello, Corey Burton",United States,2019-11-12,2003,G,83 min,"Action-Adventure, Animation, Family",Explorers emerge from below the sea to solve threatening mysteries above.,83,min,2019
s734,Movie,Atlantis: The Lost Empire,"Gary Trousdale, Kirk Wise","Michael Fox, James Garner, Cree Summer, Don Novello, Phil Morris, Claudia Christian",United States,2019-11-12,2001,PG,98 min,"Action-Adventure, Animation, Family",Brave explorers venture under the sea seeking legendary Atlantis.,98,min,2019
s735,Movie,Auntie Edna,Ted Mathot,"Brad Bird, Eli Fucile, Maeve Andrews, Nick Bird, Noelle Zuber, Craig Nelson",United States,2019-11-12,2018,TV-G,7 min,"Animation, Comedy, Family",Has famous fashionista Edna Mode met her match in Jack-Jack?,7,min,2019
s736,Movie,Avatar,James Cameron,"Sam Worthington, Zoë Saldana, Sigourney Weaver, Stephen Lang, Michelle Rodriguez, Giovanni Ribisi",United States,2019-11-12,2009,PG-13,162 min,"Action-Adventure, Science Fiction",A man embarks on an adventure to an exotic world that he learns to call home & fights to protect.,162,min,2019
s737,Movie,Babes in the Woods,Burt Gillett,Unknown,United States,2019-11-12,1932,TV-Y7,8 min,"Animation, Family, Fantasy",Two children wander the forest and get lured into a witch's house. See details for advisory.,8,min,2019
s738,Movie,Babes in Toyland,Jack Donohue,"Ray Bolger, Tommy Sands, Annette Funicello, Ed Wynn, Tommy Kirk, Kevin Corcoran",United States,2019-11-12,1961,TV-PG,106 min,"Family, Fantasy, Musical",Villainous Barnaby tries to spoil Tom Piper and Mary Contrary's wedding.,106,min,2019
s739,Movie,Bambi,David Hand,Unknown,United States,2019-11-12,1942,G,72 min,"Animation, Drama, Family",Bambi sets off with his best friends to explore the wonders of the woods.,72,min,2019
s740,Movie,Bambi II,Brian Pimental,"Patrick Stewart, Alexander Gould, Keith Ferguson, Brendon Baerg, Nicky Jones, Andrea Bowen",United States,2019-11-12,2006,G,75 min,"Animation, Drama, Kids","Bambi reunites with his father, The Great Prince.",75,min,2019
s741,Movie,Bao,Domee Shi,Unknown,"United States, Canada",2019-11-12,2018,G,8 min,"Animation, Family, Fantasy",A Chinese mom’s life changes when her dumpling comes alive.,8,min,2019
s742,Movie,Beach Picnic,Clyde Geronimi,Unknown,United States,2019-11-12,1939,TV-G,9 min,"Animation, Comedy, Family",Donald Duck and Pluto are at the beach. See details for advisory.,9,min,2019
s743,Movie,Bearly Asleep,Jack Hannah,Unknown,United States,2019-11-12,1955,TV-PG,7 min,"Animation, Comedy, Family",Donald Duck is a ranger and puts the bears to sleep for the winter. See details for advisory.,7,min,2019
s744,Movie,Beauty and the Beast: Belle's Magical World,Bob Kline,"Robby Benson, Paige O'Hara, David Stiers, Jerry Orbach, Jeff Bennett, Jim Cummings",United States,2019-11-12,1998,G,71 min,"Animation, Anthology, Fantasy","In three short stories, see Belle make a gloomy castle fit for a princess.",71,min,2019
s745,Movie,Beauty and the Beast: The Enchanted Christmas,Andy Knight,"Paige O'Hara, Robby Benson, Jerry Orbach, David Stiers, Bernadette Peters, Tim Curry","Canada, United States",2019-11-12,1997,G,73 min,"Animation, Family, Fantasy",Former composer Forte threatens to keep Belle and Beast apart forever.,73,min,2019
s746,Movie,Beezy Bear,Jack Hannah,Unknown,United States,2019-11-12,1955,TV-G,7 min,"Animation, Comedy, Family",Donald tries to catch the bear that is stealing his honey. See details for advisory.,7,min,2019
s747,Movie,Before the Flood,Fisher Stevens,"Leonardo DiCaprio, John Kerry, Barack Obama, Bill Clinton",United States,2019-11-12,2016,TV-14,96 min,Documentary,Leonardo DiCaprio searches for answers on the issue of climate change.,96,min,2019
s748,Movie,Benji the Hunted,Joe Camp,"Red Steagall, Frank Inn, Nancy Francis, Mike Francis, Joe Camp, Steve Zanolini",United States,2019-11-12,1987,G,89 min,"Action-Adventure, Animals & Nature, Family",Benji must navigate the wilderness while caring for orphaned cougar cubs.,89,min,2019
s749,TV Show,Best Friends Whenever,Unknown,"Lauren Taylor, Shelby Bender, Gus Kamp, Ricky Garcia, Benjamin Royer, Matthew Royer",United States,2019-11-12,2015,TV-G,2 Seasons,"Buddy, Comedy, Coming of Age",Best friends gain the ability to travel through time!,2,Seasons,2019
s750,TV Show,Big City Greens (Shorts),Unknown,Unknown,Unknown,2019-11-12,2017,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy",Head to the big city with the Green family!,1,Season,2019
s751,Movie,Big Hero 6,"Don Hall, Chris Williams","Scott Adsit, Ryan Potter, Daniel Henney, T. J. Miller, Jamie Chung, Damon Wayans Jr.",United States,2019-11-12,2014,PG,105 min,"Action-Adventure, Animation, Family",A boy genius and his robot team up to save their city.,105,min,2019
s752,TV Show,Big Hero 6 The Series (Shorts),Unknown,Unknown,Unknown,2019-11-12,2017,TV-Y7,2 Seasons,"Action-Adventure, Animation, Comedy",The team introduces Baymax to everyday activities.,2,Seasons,2019
s753,Movie,Bizarre Dinosaurs,Jenny Kubo,Peter Cullen,United States,2019-11-12,2009,TV-PG,46 min,"Animals & Nature, Documentary, Family","Which dinosaurs were the strangest of the strange, and how did they get that way?",46,min,2019
s754,Movie,Blank Check,Rupert Wainwright,"Brian Bonsall, Karen Duffy, Miguel Ferrer, James Rebhorn, Tone Lōc, Jayne Atkinson",United States,2019-11-12,1994,PG,94 min,"Comedy, Family","An 11-year-old cashes a blank check for a million bucks, with wild results.",94,min,2019
s755,Movie,Boat Builders,Ben Sharpsteen,Unknown,United States,2019-11-12,1938,TV-G,8 min,"Animation, Comedy, Family",Mickey and friends build a boat but it falls apart when christened. See details for advisory.,8,min,2019
s756,Movie,Bolt,"Chris Williams, Byron Howard","John Travolta, Miley Cyrus, Susie Essman, Mark Walton, Malcolm McDowell, James Lipton",United States,2019-11-12,2008,PG,98 min,"Action-Adventure, Animation, Comedy",Hollywood's smallest star embarks on a paws-itively awesome adventure!,98,min,2019
s757,Movie,Bone Bandit,Charles Nichols,Unknown,United States,2019-11-12,1948,TV-G,7 min,"Animation, Comedy, Family",Pluto's efforts to dig up a bone are frustrated by his allergy. See details for advisory.,7,min,2019
s758,TV Show,Bonkers,Unknown,"Charlie Adler, Corey Burton, Jesse Corti, Jim Cummings, Frank Welker, Gregg Berger","United States, Hong Kong, South Korea, France, Canada, China, United Kingdom, Australia, Japan, Taiwan, Philippines",2019-11-12,1993,TV-G,1 Season,"Animation, Comedy, Kids",A washed-up cartoon star begins a new life as the first toon cop in Hollywood.,1,Season,2019
s759,Movie,Boundin',Bud Luckey,Bud Luckey,United States,2019-11-12,2004,G,6 min,"Animation, Family, Kids",The musical story of a dancing sheep.,6,min,2019
s760,TV Show,Boy Meets World,Unknown,"Ben Savage, William Daniels, Betsy Randle, Will Friedle, Rider Strong, Lee Norris",United States,2019-11-12,1993,TV-PG,7 Seasons,"Comedy, Coming of Age, Family","Adolescent Cory Matthews grows up, and faces problems with friends, family, and school.",7,Seasons,2019
s761,Movie,Brave,"Mark Andrews, Brenda Chapman","Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters, Robbie Coltrane, Kevin McKidd","United States, United Kingdom",2019-11-12,2012,PG,94 min,"Animation, Coming of Age, Family",Princess Merida must undo a beastly curse before it’s too late.,94,min,2019
s762,Movie,Brave Little Toaster to the Rescue,Robert Ramirez,"Deanna Oliver, Tim Stack, Jon Lovitz, Thurl Ravenscroft, Phil Hartman, Jay Mohr",United States,2019-11-12,1999,TV-G,75 min,"Action-Adventure, Animation",The gang tries to save their animal pals from being sent to a testing lab.,75,min,2019
s763,Movie,Breaking2,Martin Roe,"Lelisa Desisa, Eliud Kipchoge, Zersenay Tadese",United States,2019-11-12,2017,TV-PG,55 min,"Documentary, Sports",Three of the world’s most elite distance runners set out to break the 2-hour marathon barrier.,55,min,2019
s764,Movie,Brink!,Greg Beeman,"Erik von Detten, Sam Horrigan, Christina Vidal, Robin Riker, Geoffrey Blake, Patrick Levis",United States,2019-11-12,1998,TV-G,90 min,"Coming of Age, Drama, Sports",An in-line skater quits his crew to join a corporate-sponsored team.,90,min,2019
s765,Movie,Brother Bear,"Aaron Blaise, Robert Walker","Joaquin Phoenix, Jeremy Suarez, Jason Raize, Rick Moranis, Dave Thomas, D.B. Sweeney",United States,2019-11-12,2003,G,90 min,"Action-Adventure, Animation, Family",A boy transformed into a bear makes an epic journey to become human again.,90,min,2019
s766,Movie,Brother Bear 2,Benjamin Gluck,"Patrick Dempsey, Mandy Moore, Jeremy Suarez, Rick Moranis, Dave Thomas, Andrea Martin",United States,2019-11-12,2006,G,78 min,"Action-Adventure, Animation, Family",Bear Kenai is haunted by dreams of his previous life as a human child.,78,min,2019
s767,Movie,Buffalo Dreams,David Jackson,"Reiley McClendon, Simon Baker, Graham Greene, Tessa Vonn, Max van Ville, Chris Hunter",United States,2019-11-12,2005,TV-G,90 min,"Buddy, Coming of Age, Drama",Two teenagers are sent on a vision quest by a Navajo elder.,90,min,2019
s768,TV Show,Bug Juice: My Adventures at Camp,Unknown,Unknown,United States,2019-11-12,2017,TV-G,1 Season,"Coming of Age, Docuseries, Family",Camp Waziyatah opens its doors for a fun summer.,1,Season,2019
s769,Movie,BURN-E,Angus MacLane,"Angus MacLane, Tessa Swigart",United States,2019-11-12,2008,TV-G,8 min,"Animation, Comedy, Family",BURN-E the welding bot is locked out of the star liner.,8,min,2019
s770,Movie,Cadet Kelly,Larry Shaw,"Hilary Duff, Christy Romano, Shawn Ashmore, Aimee Garcia, Linda Kash, Nigel Hamer","United States, Canada",2019-11-12,2002,TV-G,100 min,"Comedy, Coming of Age",An artsy teen goes from fab to drab after enrolling in a military academy.,100,min,2019
s771,Movie,Camp Nowhere,Jonathan Prince,"Christopher Lloyd, Jonathan Jackson, Wendy Makkena, Tom Wilson, Andrew Keegan, Marne Patterson",United States,2019-11-12,1994,PG,96 min,"Comedy, Coming of Age, Family",An actor and some teenagers create the summer camp of their dreams.,96,min,2019
s772,Movie,Camp Rock,Matthew Diamond,"Demi Lovato, Joe Jonas, Meaghan Martin, Maria Canals-Barrera, Alyson Stoner, Julie Brown",United States,2019-11-12,2008,TV-G,96 min,"Coming of Age, Music, Musical",Mitchie gets the chance to spend a summer at a prestigious music camp.,96,min,2019
s773,Movie,Camp Rock 2: The Final Jam,Paul Hoen,"Demi Lovato, Joe Jonas, Nick Jonas, Kevin Jonas, Daniel Fathers, Daniel Kash",United States,2019-11-12,2010,TV-G,101 min,"Coming of Age, Music, Musical","To save Camp Rock, Mitchie challenges Camp Star to a final jam.",101,min,2019
s774,Movie,Can of Worms,Paul Schneider,"Michael Shulman, Erika Christensen, Adam Wylie, Andrew Ducote, Lee Garlington, Brighton Hertford","United States, Canada",2019-11-12,1999,TV-PG,84 min,"Comedy, Coming of Age, Science Fiction",Aliens invade when a teen asks for intergalactic help to escape Earth.,84,min,2019
s775,Movie,Candleshoe,Norman Tokar,"David Niven, Helen Hayes, Jodie Foster, Leo McKern, Vivian Pickles, Veronica Quilligan","United Kingdom, United States",2019-11-12,1978,G,101 min,"Comedy, Coming of Age, Crime",A tomboy cons a nobleman to find a treasure trove of Spanish doubloons.,101,min,2019
s776,Movie,Canine Caddy,Clyde Geronimi,Unknown,United States,2019-11-12,1941,TV-G,8 min,"Animation, Comedy, Family",Pluto caddies for Mickey on the golf course. See details for advisory.,8,min,2019
s777,Movie,Cars,John Lasseter,"Owen Wilson, Paul Newman, Bonnie Hunt, Larry the Cable Guy , Cheech Marin, Tony Shalhoub",United States,2019-11-12,2006,G,117 min,"Animation, Comedy, Family",Race car Lightning McQueen gets stranded in a small town on Route 66.,117,min,2019
s778,Movie,Cars 2,John Lasseter,"Owen Wilson, Larry the Cable Guy , Michael Caine, Emily Mortimer, John Turturro, Eddie Izzard",United States,2019-11-12,2011,G,107 min,"Animation, Comedy, Family",Lightning McQueen and Mater go overseas to compete in the World Grand Prix.,107,min,2019
s779,Movie,Cars 3,Brian Fee,"Owen Wilson, Cristela Alonzo, Chris Cooper, Nathan Fillion, Larry the Cable Guy , Armie Hammer",United States,2019-11-12,2017,G,103 min,"Animation, Comedy, Family",Lightning McQueen must face a new generation of racers.,103,min,2019
s780,Movie,Cars Toon: Air Mater,Rob Gibbs,"Larry the Cable Guy , Keith Ferguson, Stacey Keach, Jonathan Adams, Jan Rabson, Lori Alan",United States,2019-11-12,2011,TV-G,5 min,"Animation, Comedy, Family",Mater’s decision to fly lands him at a big airshow.,5,min,2019
s781,Movie,Cars Toon: Heavy Metal Mater,John Lasseter,"Larry the Cable Guy , Keith Ferguson",United States,2019-11-12,2010,TV-G,5 min,"Animation, Comedy, Family",Mater is a rock star in a heavy metal band.,5,min,2019
s782,Movie,Cars Toon: Hiccups,Jeremy Lasky,"Keith Ferguson, Larry the Cable Guy , Michael Wallis, Tony Shalhoub, Lloyd Sherr, Bonnie Hunt",United States,2019-11-12,2013,TV-G,3 min,"Animation, Comedy, Family",Lighting McQueen gets the hiccups.,3,min,2019
s783,Movie,Cars Toon: Mater Private Eye,Rob Gibbs,"Larry the Cable Guy , Keith Ferguson",United States,2019-11-12,2010,TV-Y7,6 min,"Animation, Comedy, Family",Mater searches for clues on a major crime scene.,6,min,2019
s784,Movie,Cars Toon: Mater the Greater,John Lasseter,"Larry the Cable Guy , Keith Ferguson",United States,2019-11-12,2008,TV-Y7,5 min,"Animation, Comedy, Family",Mater the Greater is a famous daredevil.,5,min,2019
s785,Movie,Cars Toon: Monster Truck Mater,John Lasseter,"Larry the Cable Guy , Keith Ferguson",United States,2019-11-12,2010,TV-Y7,6 min,"Animation, Comedy, Family",Mater is a monster truck wrestler.,6,min,2019
s786,Movie,Cars Toon: The Radiator Springs 500 1/2,"Rob Gibbs, Scott Morse","Owen Wilson, Larry the Cable Guy , Steve Purcell, Jess Harnell, John Cygan,  Danny  Mann",United States,2019-11-12,2014,TV-Y7,6 min,"Animation, Comedy, Family",Baja racers descend on Radiator Springs.,6,min,2019
s787,Movie,Casebusters,Wes Craven,"Pat Hingle, Noah Hathaway, Virginya Keehne, Gary Riley, Ebbe Smith, Sharon Barr",United States,2019-11-12,1986,TV-PG,46 min,"Drama, Family, Mystery",Sibling sleuths investigate a crime that threatens their family business.,46,min,2019
s788,Movie,Cheetah,Jeff Blyth,"Keith Coogan, Lucy Deakins, Timothy Landfield, Breon Gorman, Collin Mothupi, Ka Vundla",United States,2019-11-12,1989,G,84 min,"Action-Adventure, Animals & Nature, Family",American teens traverse the African desert to rescue their adopted cheetah.,84,min,2019
s789,Movie,Chef Donald,Jack King,Unknown,United States,2019-11-12,1941,TV-G,8 min,"Animation, Comedy, Family",Donald is inspired by a radio program to make waffles. See details for advisory.,8,min,2019
s790,Movie,Chicken Little,Mark Dindal,"Zach Braff, Garry Marshall, Don Knotts, Patrick Stewart, Amy Sedaris, Steve Zahn",United States,2019-11-12,2005,G,84 min,"Animation, Comedy, Disaster","When disaster strikes, Chicken Little hatches a plan to save the day.",84,min,2019
s791,TV Show,Chip 'n Dale's Rescue Rangers,Unknown,"Corey Burton, Peter Cullen, Jim Cummings, Tress MacNeille","United States, Taiwan, South Korea, China, Japan, United Kingdom",2019-11-12,1989,TV-G,1 Season,"Action-Adventure, Animation, Comedy",Chip and Dale head a small group of animal characters who monitor the human and animal communities.,1,Season,2019
s792,Movie,Chip an' Dale,Jack Hannah,Unknown,United States,2019-11-12,1947,TV-G,7 min,"Animation, Comedy, Family",Chip and Dale have to save their home from Donald Duck. See details for advisory.,7,min,2019
s793,Movie,Cinderella,"Wilfred Jackson, Hamilton Luske, Clyde Geronimi","Ilene Woods, Eleanor Audley, Verna Felton, Rhoda Williams, James MacDonald, Luis Van Rooten",United States,2019-11-12,1950,G,77 min,"Animation, Family, Fantasy",Cinderella's enchanted evening must end when a spell is broken at midnight.,77,min,2019
s794,Movie,Cinderella II: Dreams Come True,John Kafka,"Jennifer Hale, Rob Paulsen, Corey Burton, Andre Stojka, Russi Taylor, Susanne Blakeslee",United States,2019-11-12,2002,G,77 min,"Animation, Fantasy, Kids","Three royal tales, featuring Cinderella and her life in the palace.",77,min,2019
s795,Movie,Cinderella III: A Twist in Time,Frank Nissen,"Jennifer Hale, C.D. Barnes, Susanne Blakeslee, Tress MacNeille, Russi Taylor, Andre Stojka",United States,2019-11-12,2007,G,79 min,"Animation, Fantasy, Kids",Cinderella's stepmother steals a magic wand and turns back time.,79,min,2019
s796,Movie,Clock Cleaners,Ben Sharpsteen,Unknown,United States,2019-11-12,1937,TV-G,9 min,"Animation, Comedy, Family","Mickey, Donald and Goofy are trying to clean the clock of a tower. See details for advisory.",9,min,2019
s797,Movie,Cloud 9,Paul Hoen,"Luke Benward, Dove Cameron, Mike Manning, Kiersey Clemons, Amy Farrington, Patrick Fabian",United States,2019-11-12,2014,TV-G,89 min,Sports,Two unlikely friends must overcome self-doubt to achieve their dreams.,89,min,2019
s798,Movie,College Road Trip,Roger Kumble,"Martin Lawrence, Raven-Symoné , Donny Osmond, Brenda Song, Will Sasso, Eshaya Draper",United States,2019-11-12,2008,G,84 min,"Comedy, Coming of Age, Family",An overprotective dad joins his daughter in search of the perfect college.,84,min,2019
s799,Movie,Confessions of a Teenage Drama Queen,Sara Sugarman,"Lindsay Lohan, Adam Garcia, Glenne Headly, Alison Pill, Eli Marienthal, Megan Fox","Germany, United States",2019-11-12,2004,PG,91 min,"Comedy, Coming of Age",A dramatic teen moves…and finds her new school already has a drama queen.,91,min,2019
s800,TV Show,Coop & Cami Ask The World (Shorts),Unknown,Unknown,Unknown,2019-11-12,2018,TV-G,1 Season,"Comedy, Family, Game Show / Competition","Cooper and Cami Wrather co-host ""Would You Wrather.""",1,Season,2019
s801,Movie,Corn Chips,Jack Hannah,Unknown,United States,2019-11-12,1951,TV-G,7 min,"Animation, Comedy, Family","Donald tricks Chip 'n Dale into shoveling snow, but the tables turn. See details for advisory.",7,min,2019
s802,Movie,Cow Belles,Francine McDougall,"Amanda Michalka, Alyson Michalka, Sheila McCarthy, Michael Trevino, Christian Serratos, Ron Gabriel",United States,2019-11-12,2006,TV-G,91 min,"Comedy, Coming of Age",Two ultra-spoiled sisters are put to work in their father's dairy.,91,min,2019
s803,TV Show,Crash & Bernstein,Unknown,"Cole Jensen, Tim Lagasse, Landry Bender, Oana Gregory, Aaron Landon",United States,2019-11-12,2012,TV-Y7,2 Seasons,"Comedy, Fantasy, Kids","The only boy in a family, Wyatt creates a puppet brother.",2,Seasons,2019
s804,Movie,Dadnapped,Paul Hoen,"Emily Osment, David Henrie, Jason Earles, Jonathan Keltz, Moises Arias, Denzel Whitaker",United States,2019-11-12,2009,TV-G,85 min,"Comedy, Mystery",Melissa Morris is due for adventure when her novelist father goes missing.,85,min,2019
s805,Movie,Darby O'Gill and the Little People,Robert Stevenson,"Albert Sharpe, Janet Munro, Sean Connery, Jimmy O'Dea, Kieron Moore, Estelle Winwood",United States,2019-11-12,1959,G,91 min,"Family, Fantasy, Romance","Seeking a pot of gold, Darby O'Gill must match wits with a leprechaun. See details for advisory.",91,min,2019
s806,TV Show,Darkwing Duck,Unknown,"Jim Cummings, Christine Cavanaugh, Terry McGovern, Frank Welker",United States,2019-11-12,1991,TV-Y7,2 Seasons,"Action-Adventure, Animation, Kids","Darkwing Duck tells the adventures of the superhero, aided by his sidekick Launchpad McQuack.",2,Seasons,2019
